player_id,player_name,player_position,team_name,n_events,n_passes,n_carries,n_takeons,dos_mean,dos_median,dos_pos_rate,dos_p95,awareness_mean,detection_delay_mean_s,xt_delta_mean,xt_delta_sum,xt_origin_mean,ddef_3s_mean,biaxial_mean,n_wrongfooted_mean,pct_nearest_blind,diag_share,fwd_share,side_share,success_rate,back_line_break_rate
DFL-OBJ-002G41,J. Leweling,DLM,VfB Stuttgart,55,30,19,6,0.016938306364855178,0.015769269214744,0.9636363636363636,0.03996422601723517,0.4250934195083944,0.15689570793991214,0.003614288724902664,0.19878587986964652,0.02271406477450544,4.233034344748146,0.4241643889263218,1.5818181818181818,0.1836734693877551,0.23636363636363636,0.18181818181818182,0.5818181818181818,0.5818181818181818,0.0
DFL-OBJ-J01EAG,Tiago Tomás,OHR,VfB Stuttgart,45,26,13,6,0.016175458736248198,0.0138460133419439,1.0,0.031066883176839977,0.48691181800886085,0.12001569432205007,0.0016390803657206968,0.07375861645743136,0.02258363242148687,4.512068487350472,0.4265387836137293,1.4444444444444444,0.3076923076923077,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.6222222222222222,0.0
DFL-OBJ-J01DA7,Luis Díaz,OLM,FC Bayern München,158,118,35,5,0.015911823259877122,0.01315450952826545,0.9430379746835443,0.04137554519705848,0.4338838861373036,0.16510314739748613,-6.359028335737946e-05,-0.010047264770465955,0.024283025888982915,4.250505835574654,0.4321368324628267,1.7278481012658229,0.24836601307189543,0.22151898734177214,0.06329113924050633,0.7151898734177216,0.6835443037974683,0.0
DFL-OBJ-J01GUA,A. Schäfer,HR,1. FC Union Berlin,33,25,6,2,0.01582956703173658,0.011479532624947,0.8484848484848485,0.04743878270563332,0.45613483867298393,0.12128551009065948,-0.0027526140641904655,-0.09083626411828535,0.018946200400651036,4.656198361966167,0.4808218793133584,1.4545454545454546,0.22580645161290322,0.2727272727272727,0.12121212121212122,0.6060606060606061,0.6363636363636364,0.0
DFL-OBJ-J01KLU,N. Jackson,STZ,FC Bayern München,40,25,12,3,0.01523708448839364,0.012779209011101,0.95,0.037302172947138224,0.47681840440500806,0.11434933580690947,-0.004927957103859638,-0.1971182841543855,0.03805025939028399,4.398495882420175,0.4109563385626855,1.175,0.2972972972972973,0.2,0.075,0.725,0.675,0.0
DFL-OBJ-J01R3Q,Carney Chukwuemeka,OHL,Borussia Dortmund,53,32,19,2,0.01517027916730321,0.0138188521187696,0.9433962264150944,0.037736715416969796,0.5013963519830668,0.11263320737902885,0.00015585708007939805,0.008260425244208097,0.021062517714169608,4.88203838281022,0.3803217120289464,1.3584905660377358,0.19607843137254902,0.32075471698113206,0.09433962264150944,0.5849056603773585,0.6037735849056604,0.018867924528301886
DFL-OBJ-002G7P,M. Beier,DLM,Borussia Dortmund,49,32,15,2,0.015152232323237378,0.0150496724840495,0.9591836734693877,0.034402496442661225,0.42749808805859435,0.17525158245655073,0.00014916386888107552,0.007309029575172701,0.0312255418177495,4.61361305061645,0.28839460763027913,1.7346938775510203,0.3191489361702128,0.30612244897959184,0.061224489795918366,0.6326530612244898,0.5918367346938775,0.0
DFL-OBJ-002GCQ,A. Stiller,DML,VfB Stuttgart,113,90,21,2,0.01465896282617372,0.0125733453183494,0.911504424778761,0.04002911404040865,0.44120580041387436,0.1361628633439353,-0.00017540438926458445,-0.019820695986898042,0.01731924805575746,4.2022302649309,0.42352367866207374,1.6902654867256637,0.32432432432432434,0.336283185840708,0.11504424778761062,0.5486725663716814,0.7433628318584071,0.008849557522123894
DFL-OBJ-J01LMN,Can Uzun,HL,Eintracht Frankfurt,109,72,31,6,0.01462557636377014,0.0114118652838821,0.981651376146789,0.04251225633266586,0.45535331216104646,0.148339746649405,-0.0007968429234042838,-0.08685587865106693,0.02422668130274584,4.2459934678594635,0.44023270636121786,1.9541284403669725,0.30097087378640774,0.28440366972477066,0.13761467889908258,0.5779816513761468,0.5963302752293578,0.01834862385321101
DFL-OBJ-0027G6,Serge Gnabry,ZO,FC Bayern München,117,81,28,8,0.014606154732858664,0.0135198640115959,0.9401709401709402,0.03129910777831873,0.48817196117065864,0.1236880209876834,0.0012331733688726316,0.1442812841580979,0.023764288702801076,3.7565761242616884,0.42873417660205587,1.376068376068376,0.22018348623853212,0.23076923076923078,0.1111111111111111,0.6581196581196581,0.6923076923076923,0.0
DFL-OBJ-000191,Leon Goretzka,DML,FC Bayern München,120,91,26,3,0.014468736836663781,0.01290945817541415,0.9333333333333333,0.03736785475900463,0.45931485385578874,0.13184771765608205,-0.0005577771008268388,-0.06693325209922066,0.016453024701199838,4.299550579896079,0.4388739994119908,1.2083333333333333,0.3076923076923077,0.3416666666666667,0.09166666666666666,0.5666666666666667,0.7416666666666667,0.0
DFL-OBJ-J024FD,Chema Andrés,DMR,VfB Stuttgart,46,35,8,3,0.014463160971376041,0.0113534629791925,0.9130434782608695,0.03955988844769338,0.48462845657144565,0.13733296367839767,-0.0008854180513077124,-0.04072923036015477,0.02139838926120784,4.467624959771273,0.49672626356058375,1.565217391304348,0.20930232558139536,0.32608695652173914,0.10869565217391304,0.5652173913043478,0.7608695652173914,0.0
