player_id,player_name,player_position,team_name,n_events,n_passes,n_carries,n_takeons,dos_mean,dos_median,dos_pos_rate,dos_p95,awareness_mean,detection_delay_mean_s,xt_delta_mean,xt_delta_sum,xt_origin_mean,ddef_3s_mean,biaxial_mean,n_wrongfooted_mean,pct_nearest_blind,diag_share,fwd_share,side_share,success_rate,back_line_break_rate
DFL-OBJ-0000I4,Manuel Neuer,TW,FC Bayern München,151,112,39,0,0.0069985432527673135,0.0026094322418193,0.9470198675496688,0.02908259483713795,0.36917507199873517,0.18364170061218393,6.228228671855918e-06,0.0009404625294502436,0.010044364609933068,4.868296021652176,0.44017605342504407,1.0066225165562914,0.2052980132450331,0.5099337748344371,0.2185430463576159,0.271523178807947,0.6622516556291391,0.0
DFL-OBJ-0002HC,A. Nübel,TW,VfB Stuttgart,51,40,11,0,0.009089595730009777,0.0039038008565376,0.8627450980392157,0.0341947769617244,0.3219873959393631,0.22423036558175985,-0.002175419402229952,-0.11094638951372755,0.010073088931404146,4.2377755803179475,0.4428481541255553,2.2941176470588234,0.5294117647058824,0.5098039215686274,0.35294117647058826,0.13725490196078433,0.47058823529411764,0.0196078431372549
DFL-OBJ-J01G5F,W. Omari,IVR,Hamburger SV,55,38,17,0,0.011919418094899914,0.0108152918215547,1.0,0.030309022716063144,0.41317820144298933,0.1648430405482685,0.00015429689952120308,0.00848632947366617,0.011302000627508585,4.464467898890994,0.4241364714150004,1.290909090909091,0.2727272727272727,0.4909090909090909,0.12727272727272726,0.38181818181818183,0.6181818181818182,0.0
DFL-OBJ-0028T1,Nico Schlotterbeck,IVL,Borussia Dortmund,62,52,9,1,0.00873664053428607,0.00555271674281985,0.8548387096774194,0.029417038801770788,0.4122601755483187,0.18177435719097187,0.0012358904819228804,0.07662520987921859,0.016054799251392308,4.213133605270799,0.40682644729117406,1.6774193548387097,0.39344262295081966,0.46774193548387094,0.24193548387096775,0.2903225806451613,0.7258064516129032,0.03225806451612903
DFL-OBJ-J01IZ9,N. Remberg,DMR,Hamburger SV,44,30,11,3,0.008471837302369221,0.004647376921786401,0.9318181818181818,0.025963825500712488,0.44847629791547927,0.11366082620217806,-0.00035402966785804313,-0.015577305385753897,0.012691459869188338,4.8187290694871905,0.4515785520105282,1.2727272727272727,0.24390243902439024,0.4318181818181818,0.022727272727272728,0.5454545454545454,0.6818181818181818,0.045454545454545456
DFL-OBJ-J01LAX,F. Jeltsch,IVR,VfB Stuttgart,77,55,20,2,0.0076531448194088565,0.005362626560885,0.8181818181818182,0.023828479814130058,0.4789456192740055,0.12634661336742187,-0.00015834228413865562,-0.012192355878676482,0.013473312812182508,5.007758633352829,0.46639210729195474,1.0,0.12,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.6753246753246753,0.0
DFL-OBJ-0027KL,Dayot Upamecano,IVR,FC Bayern München,312,240,70,2,0.011322116077585643,0.009130832480206501,0.9038461538461539,0.03193507396453074,0.4309074178024952,0.14291571630075398,0.0005468892546249721,0.1706294474429913,0.013825798478300358,4.478927313682324,0.41131786515364493,0.9807692307692307,0.20967741935483872,0.42628205128205127,0.14102564102564102,0.4326923076923077,0.7403846153846154,0.0
DFL-OBJ-J01D1W,Jeff Chabot,IVZ,VfB Stuttgart,65,52,13,0,0.009986460925930859,0.0075395838506731,0.9076923076923077,0.02476168631019786,0.4339830568528015,0.1508231811014733,0.0003665227343851954,0.0238239777350377,0.013953630470421575,4.777356377562566,0.44220544667129374,1.0461538461538462,0.2,0.4153846153846154,0.16923076923076924,0.4153846153846154,0.7846153846153846,0.0
DFL-OBJ-000280,J. Brandt,OHR,Borussia Dortmund,34,28,5,1,0.012196364341391522,0.008735414818263149,0.9411764705882353,0.03162283981796941,0.4319260568182112,0.14486700116642917,-0.0017354633908668253,-0.05900575528947206,0.019975892291158436,5.347788221300142,0.3680207393037551,1.7352941176470589,0.30303030303030304,0.4117647058823529,0.14705882352941177,0.4411764705882353,0.5294117647058824,0.058823529411764705
DFL-OBJ-0001UP,Jonathan Tah,IVL,FC Bayern München,370,278,89,3,0.01130107328575287,0.009703470446648,0.8918918918918919,0.033121672549207205,0.44161744163110633,0.13402229372926086,0.00033531751157512483,0.1240674792827962,0.015917722116085643,4.570544272654925,0.45642745255795386,1.0027027027027027,0.1771117166212534,0.40540540540540543,0.1783783783783784,0.41621621621621624,0.7243243243243244,0.005405405405405406
DFL-OBJ-002GG7,Nnamdi Collins,RV,Eintracht Frankfurt,135,90,43,2,0.011712216797583766,0.0086957081002305,0.9629629629629629,0.03748690622362946,0.43642957147753136,0.14486592100162843,0.0006373660505002204,0.08604441681752976,0.015147247163872266,3.8747810894352197,0.4361744755274002,0.9185185185185185,0.19548872180451127,0.4,0.14814814814814814,0.45185185185185184,0.6444444444444445,0.0
DFL-OBJ-J01GQO,Danilho Doekhi,IVR,1. FC Union Berlin,45,34,7,4,0.008914912206563668,0.0036619081825354,0.9333333333333333,0.02906106175348944,0.40367348312216017,0.1739368348599958,-0.0028598968556056035,-0.12869535850225217,0.02008012487410835,4.660577886094648,0.42173969798489874,2.022222222222222,0.4146341463414634,0.4,0.26666666666666666,0.3333333333333333,0.5777777777777777,0.0
DFL-OBJ-0027BL,G. Kobel,TW,Borussia Dortmund,54,37,17,0,0.007322349414203107,0.00622429381815455,0.9074074074074074,0.023708125211833443,0.42978950984607267,0.17735748554189282,-0.0013707169228799351,-0.0740187138355165,0.009840540227023678,4.710391608311438,0.42407719166889596,1.7037037037037037,0.2777777777777778,0.3888888888888889,0.37037037037037035,0.24074074074074073,0.5,0.0
DFL-OBJ-0001EA,R. Khedira,HL,1. FC Union Berlin,39,29,8,2,0.014257298383869226,0.0106537387193929,0.9487179487179487,0.04130965019250987,0.4315481235005574,0.14184955545806166,-0.0049531793651852625,-0.19317399524222523,0.01900595538947274,4.2855858400058855,0.3829574994588711,2.1538461538461537,0.35135135135135137,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.05128205128205128
DFL-OBJ-0025W7,Robin Koch,IVR,Eintracht Frankfurt,232,187,42,3,0.00745519357393979,0.005578989653469899,0.875,0.025778421730678368,0.42461019044772397,0.14017626895566082,0.00013557307776700572,0.03145295404194533,0.013864771152382828,4.67808283159949,0.41227202348122266,0.9482758620689655,0.1222707423580786,0.38362068965517243,0.16810344827586207,0.4482758620689655,0.7456896551724138,0.008620689655172414
DFL-OBJ-J01DJJ,Arthur Theate,IVL,Eintracht Frankfurt,241,181,59,1,0.010135572030871363,0.0076082456234615,0.8506224066390041,0.0340450225839522,0.4142990190791444,0.1462740048499772,0.0005042092947818951,0.12151444004243672,0.014567197283436306,4.7408009410461,0.4584927843993954,1.04149377593361,0.18333333333333332,0.37344398340248963,0.18672199170124482,0.43983402489626555,0.7012448132780082,0.008298755186721992
DFL-OBJ-J020KQ,L. Querfeld,IVZ,1. FC Union Berlin,71,57,12,2,0.008015692639225623,0.0024452229197327,0.8873239436619719,0.0288773125513614,0.40058365544971203,0.15106261228598813,-0.0021246820710064574,-0.1508524270414585,0.015655479762938622,5.332475714742979,0.5427890206945813,1.6619718309859155,0.34782608695652173,0.36619718309859156,0.18309859154929578,0.4507042253521127,0.6901408450704225,0.014084507042253521
DFL-OBJ-J01UP1,Jobe Bellingham,DMR,Borussia Dortmund,58,44,11,3,0.009646993041078794,0.00843462330054465,0.9310344827586207,0.02794710100240292,0.44928134421961474,0.12695301812000573,-0.0006288075935830693,-0.03647084042781802,0.014273190835420179,4.571904764384089,0.43014727996094115,1.6206896551724137,0.32727272727272727,0.3620689655172414,0.08620689655172414,0.5517241379310345,0.7413793103448276,0.0
