player_id,player_name,team_name,match,n_events,dos_mean,diag_share
DFL-OBJ-J021ZE,A. Ilić,1. FC Union Berlin,Frankfurt_Union,16,0.012979352683101157,0.375
DFL-OBJ-0027SD,A. Karazor,VfB Stuttgart,Dortmund_Stuttgart,3,0.012470259108043134,0.6666666666666666
DFL-OBJ-J01ND9,A. Kemlein,1. FC Union Berlin,Frankfurt_Union,6,0.006706964324518096,0.16666666666666666
DFL-OBJ-J01ND9,A. Kemlein,1. FC Union Berlin,Union_Bayern,28,0.00752278251058301,0.39285714285714285
DFL-OBJ-002GKG,A. Knauff,Eintracht Frankfurt,Frankfurt_Bayern,10,0.014344919255840832,0.2
DFL-OBJ-002GKG,A. Knauff,Eintracht Frankfurt,Frankfurt_Union,13,0.011493711857570048,0.23076923076923078
DFL-OBJ-J01BVQ,A. Král,1. FC Union Berlin,Union_Bayern,6,0.007688956744526849,0.3333333333333333
DFL-OBJ-0002HC,A. Nübel,VfB Stuttgart,Dortmund_Stuttgart,51,0.009089595730009777,0.5098039215686274
DFL-OBJ-J01KAH,A. Pavlović,FC Bayern München,Bayern_Hamburg,123,0.014637456216223442,0.3008130081300813
DFL-OBJ-J01KAH,A. Pavlović,FC Bayern München,Frankfurt_Bayern,60,0.013286318617566845,0.25
DFL-OBJ-J01KAH,A. Pavlović,FC Bayern München,Union_Bayern,28,0.01448609932991003,0.25
DFL-OBJ-J02322,A. Rössing-Lelesiit,Hamburger SV,Bayern_Hamburg,23,0.016327630161861065,0.2608695652173913
DFL-OBJ-J01GUA,A. Schäfer,1. FC Union Berlin,Frankfurt_Union,4,0.011152119935917023,0.5
DFL-OBJ-J01GUA,A. Schäfer,1. FC Union Berlin,Union_Bayern,29,0.016474732148401346,0.2413793103448276
DFL-OBJ-J02321,A. Soumahoro,Hamburger SV,Bayern_Hamburg,27,0.007343133463667016,0.37037037037037035
DFL-OBJ-002GCQ,A. Stiller,VfB Stuttgart,Dortmund_Stuttgart,113,0.01465896282617372,0.336283185840708
DFL-OBJ-J01DJJ,Arthur Theate,Eintracht Frankfurt,Frankfurt_Bayern,88,0.006125748619974417,0.3409090909090909
DFL-OBJ-J01DJJ,Arthur Theate,Eintracht Frankfurt,Frankfurt_Union,153,0.012441875692040848,0.39215686274509803
DFL-OBJ-J01KLQ,Aurèle Amenda,Eintracht Frankfurt,Frankfurt_Union,21,0.01073064805840909,0.47619047619047616
DFL-OBJ-J01FYN,Aurélio Buta,Eintracht Frankfurt,Frankfurt_Bayern,59,0.010503741878281249,0.1864406779661017
DFL-OBJ-J01RF2,B. El Khannouss,VfB Stuttgart,Dortmund_Stuttgart,69,0.012874822991715622,0.3188405797101449
DFL-OBJ-0002FX,C. Trimmel,1. FC Union Berlin,Frankfurt_Union,15,0.015162158704648845,0.26666666666666666
DFL-OBJ-J01LMN,Can Uzun,Eintracht Frankfurt,Frankfurt_Bayern,26,0.014637387440128494,0.4230769230769231
DFL-OBJ-J01LMN,Can Uzun,Eintracht Frankfurt,Frankfurt_Union,83,0.014621876508525351,0.24096385542168675
DFL-OBJ-J01R3Q,Carney Chukwuemeka,Borussia Dortmund,Dortmund_Stuttgart,53,0.01517027916730321,0.32075471698113206
DFL-OBJ-J024FD,Chema Andrés,VfB Stuttgart,Dortmund_Stuttgart,46,0.014463160971376041,0.32608695652173914
DFL-OBJ-0028I9,Chris Führich,VfB Stuttgart,Dortmund_Stuttgart,11,0.01586608649170624,0.5454545454545454
DFL-OBJ-J01OYX,D. Elfadli,Hamburger SV,Bayern_Hamburg,21,0.012988781226254839,0.2857142857142857
DFL-OBJ-0001EH,D. Heuer Fernandes,Hamburger SV,Bayern_Hamburg,52,0.007502225158672533,0.34615384615384615
DFL-OBJ-0027YK,D. Undav,VfB Stuttgart,Dortmund_Stuttgart,25,0.018380633331177013,0.32
DFL-OBJ-J02324,Daniel Svensson,Borussia Dortmund,Dortmund_Stuttgart,11,0.013605866802664901,0.09090909090909091
DFL-OBJ-J01GQO,Danilho Doekhi,1. FC Union Berlin,Frankfurt_Union,16,0.01043726638462664,0.4375
DFL-OBJ-J01GQO,Danilho Doekhi,1. FC Union Berlin,Union_Bayern,29,0.008074992660046165,0.3793103448275862
DFL-OBJ-0027KL,Dayot Upamecano,FC Bayern München,Bayern_Hamburg,58,0.012409760227499265,0.3448275862068966
DFL-OBJ-0027KL,Dayot Upamecano,FC Bayern München,Frankfurt_Bayern,116,0.008178375531743403,0.4482758620689655
DFL-OBJ-0027KL,Dayot Upamecano,FC Bayern München,Union_Bayern,138,0.01350755479224296,0.4420289855072464
DFL-OBJ-J01CAD,Derrick Köhn,1. FC Union Berlin,Frankfurt_Union,28,0.013161753388135607,0.17857142857142858
DFL-OBJ-J019T5,Diogo Leite,1. FC Union Berlin,Frankfurt_Union,31,0.005809130446689329,0.22580645161290322
DFL-OBJ-J019T5,Diogo Leite,1. FC Union Berlin,Union_Bayern,37,0.012403971377854558,0.43243243243243246
DFL-OBJ-00012T,E. Can,Borussia Dortmund,Dortmund_Stuttgart,69,0.007108129366109887,0.2318840579710145
DFL-OBJ-002G4A,Ellyes Skhiri,Eintracht Frankfurt,Frankfurt_Bayern,57,0.00772954753571733,0.2982456140350877
DFL-OBJ-J01QYF,Elye Wahi,Eintracht Frankfurt,Frankfurt_Bayern,1,-0.0119137780802344,1.0
DFL-OBJ-J01QYF,Elye Wahi,Eintracht Frankfurt,Frankfurt_Union,18,0.01110002646919927,0.05555555555555555
DFL-OBJ-J01XEE,F. Chaïbi,Eintracht Frankfurt,Frankfurt_Bayern,17,0.0071112118365387715,0.23529411764705882
DFL-OBJ-J01XEE,F. Chaïbi,Eintracht Frankfurt,Frankfurt_Union,74,0.010026275320238925,0.2702702702702703
DFL-OBJ-J01LAX,F. Jeltsch,VfB Stuttgart,Dortmund_Stuttgart,77,0.0076531448194088565,0.42857142857142855
DFL-OBJ-J021LJ,Fabio Baldé,Hamburger SV,Bayern_Hamburg,5,0.011221646134449401,0.6
DFL-OBJ-J01BSN,Felix Nmecha,Borussia Dortmund,Dortmund_Stuttgart,42,0.01160195103062557,0.2857142857142857
DFL-OBJ-0028P2,Frederik Rønnow,1. FC Union Berlin,Frankfurt_Union,48,0.011869570319807727,0.25
DFL-OBJ-0028P2,Frederik Rønnow,1. FC Union Berlin,Union_Bayern,50,0.012233902434764899,0.4
DFL-OBJ-J01FRO,Fábio Vieira,Hamburger SV,Bayern_Hamburg,30,0.013051552062777702,0.3
DFL-OBJ-0027BL,G. Kobel,Borussia Dortmund,Dortmund_Stuttgart,54,0.007322349414203107,0.3888888888888889
DFL-OBJ-J00ZZ3,Harry Kane,FC Bayern München,Bayern_Hamburg,38,0.01371268873685512,0.3157894736842105
DFL-OBJ-J00ZZ3,Harry Kane,FC Bayern München,Frankfurt_Bayern,30,0.014359716695607814,0.3333333333333333
DFL-OBJ-J00ZZ3,Harry Kane,FC Bayern München,Union_Bayern,44,0.014286379563731182,0.25
DFL-OBJ-J01VX4,Hugo Larsson,Eintracht Frankfurt,Frankfurt_Bayern,30,0.013419346743100857,0.26666666666666666
DFL-OBJ-J01VX4,Hugo Larsson,Eintracht Frankfurt,Frankfurt_Union,49,0.014588492267194277,0.30612244897959184
DFL-OBJ-J01WS3,I. Ansah,1. FC Union Berlin,Frankfurt_Union,34,0.013488721219917567,0.20588235294117646
DFL-OBJ-J01WS3,I. Ansah,1. FC Union Berlin,Union_Bayern,25,0.009314835897294638,0.36
DFL-OBJ-000280,J. Brandt,Borussia Dortmund,Dortmund_Stuttgart,34,0.012196364341391522,0.4117647058823529
DFL-OBJ-0002DW,J. Haberer,1. FC Union Berlin,Frankfurt_Union,30,0.012394360436721822,0.36666666666666664
DFL-OBJ-0002DW,J. Haberer,1. FC Union Berlin,Union_Bayern,22,0.01055388383629016,0.3181818181818182
DFL-OBJ-J01GSO,J. Juranovic,1. FC Union Berlin,Union_Bayern,6,0.012675808374543485,0.3333333333333333
DFL-OBJ-002G41,J. Leweling,VfB Stuttgart,Dortmund_Stuttgart,55,0.016938306364855178,0.23636363636363636
DFL-OBJ-0001QT,J. Meffert,Hamburger SV,Bayern_Hamburg,28,0.013259232562442947,0.35714285714285715
DFL-OBJ-0028RM,J. Ryerson,Borussia Dortmund,Dortmund_Stuttgart,47,0.009945137037117599,0.3617021276595745
DFL-OBJ-002GIC,J. Stanišić,FC Bayern München,Bayern_Hamburg,81,0.010765776878713643,0.345679012345679
DFL-OBJ-002GIC,J. Stanišić,FC Bayern München,Union_Bayern,63,0.011901351950154892,0.2857142857142857
DFL-OBJ-J01TPA,Jean-Mattéo Bahoya,Eintracht Frankfurt,Frankfurt_Bayern,37,0.01264700721812785,0.16216216216216217
DFL-OBJ-J01TPA,Jean-Mattéo Bahoya,Eintracht Frankfurt,Frankfurt_Union,20,0.016681610319233358,0.2
