player_id,player_name,player_position,team_name,n_events,n_passes,n_carries,n_takeons,dos_mean,dos_median,dos_pos_rate,dos_p95,awareness_mean,detection_delay_mean_s,xt_delta_mean,xt_delta_sum,xt_origin_mean,ddef_3s_mean,biaxial_mean,n_wrongfooted_mean,pct_nearest_blind,diag_share,fwd_share,side_share,success_rate,back_line_break_rate
DFL-OBJ-0028P2,Frederik Rønnow,TW,1. FC Union Berlin,98,69,29,0,0.012055454051928732,0.00472456136624915,0.9387755102040817,0.039081871148866174,0.2854673704192492,0.2061990537242789,-0.002432678157147582,-0.23840245940046303,0.009907325547730095,4.585387548882227,0.44097645784126366,3.1122448979591835,0.5816326530612245,0.32653061224489793,0.5408163265306123,0.1326530612244898,0.29591836734693877,0.0
DFL-OBJ-0002HC,A. Nübel,TW,VfB Stuttgart,51,40,11,0,0.009089595730009777,0.0039038008565376,0.8627450980392157,0.0341947769617244,0.3219873959393631,0.22423036558175985,-0.002175419402229952,-0.11094638951372755,0.010073088931404146,4.2377755803179475,0.4428481541255553,2.2941176470588234,0.5294117647058824,0.5098039215686274,0.35294117647058826,0.13725490196078433,0.47058823529411764,0.0196078431372549
DFL-OBJ-0001EA,R. Khedira,HL,1. FC Union Berlin,39,29,8,2,0.014257298383869226,0.0106537387193929,0.9487179487179487,0.04130965019250987,0.4315481235005574,0.14184955545806166,-0.0049531793651852625,-0.19317399524222523,0.01900595538947274,4.2855858400058855,0.3829574994588711,2.1538461538461537,0.35135135135135137,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.05128205128205128
DFL-OBJ-J01FRO,Fábio Vieira,RA,Hamburger SV,30,21,8,1,0.013051552062777702,0.0120307522748801,0.9333333333333333,0.03079848228507739,0.4282403122526239,0.14323960346322145,0.0019987191825562,0.059961575476686,0.020062159071319155,4.2185457367063615,0.4413123287589391,2.066666666666667,0.4482758620689655,0.3,0.13333333333333333,0.5666666666666667,0.6333333333333333,0.03333333333333333
DFL-OBJ-J01VX4,Hugo Larsson,DMZ,Eintracht Frankfurt,79,69,9,1,0.014144512954247406,0.0116671729176863,0.9620253164556962,0.04182994462987979,0.46938970988807927,0.14305315547355643,-0.00184558065006701,-0.1458008713552938,0.015620197982956573,4.196939502834753,0.40668390581421826,2.0253164556962027,0.24358974358974358,0.2911392405063291,0.17721518987341772,0.5316455696202531,0.7341772151898734,0.0
DFL-OBJ-J01GQO,Danilho Doekhi,IVR,1. FC Union Berlin,45,34,7,4,0.008914912206563668,0.0036619081825354,0.9333333333333333,0.02906106175348944,0.40367348312216017,0.1739368348599958,-0.0028598968556056035,-0.12869535850225217,0.02008012487410835,4.660577886094648,0.42173969798489874,2.022222222222222,0.4146341463414634,0.4,0.26666666666666666,0.3333333333333333,0.5777777777777777,0.0
DFL-OBJ-J01ND9,A. Kemlein,DMZ,1. FC Union Berlin,34,28,4,2,0.007378814595395085,0.00518739942690455,0.8529411764705882,0.02760572769384246,0.39279121741582435,0.16289325922078793,0.0011592658590592233,0.03941503920801359,0.01931943931277998,5.788615338679587,0.402259382571409,1.9705882352941178,0.40625,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.7352941176470589,0.0
DFL-OBJ-J01LMN,Can Uzun,HL,Eintracht Frankfurt,109,72,31,6,0.01462557636377014,0.0114118652838821,0.981651376146789,0.04251225633266586,0.45535331216104646,0.148339746649405,-0.0007968429234042838,-0.08685587865106693,0.02422668130274584,4.2459934678594635,0.44023270636121786,1.9541284403669725,0.30097087378640774,0.28440366972477066,0.13761467889908258,0.5779816513761468,0.5963302752293578,0.01834862385321101
DFL-OBJ-J01G5D,L. Assignon,DRM,VfB Stuttgart,57,45,10,2,0.013740085852672427,0.0126468890759331,0.9122807017543859,0.03930310149394931,0.38812017900732854,0.18897051775401763,0.000258405059868607,0.014729088412510598,0.015751054434084345,3.648003509910495,0.39617803707094007,1.912280701754386,0.2909090909090909,0.2982456140350877,0.17543859649122806,0.5263157894736842,0.7368421052631579,0.0
DFL-OBJ-0002DW,J. Haberer,DRM,1. FC Union Berlin,52,43,9,0,0.011615697259616121,0.010066362662419951,0.9038461538461539,0.03841318554349329,0.4341639187931381,0.1407760920480326,-0.001192820306764948,-0.06202665595177729,0.016680995312571247,5.080387458252433,0.45539550886576763,1.8653846153846154,0.40384615384615385,0.34615384615384615,0.25,0.40384615384615385,0.5961538461538461,0.038461538461538464
