player_id,player_name,player_position,team_name,n_events,n_passes,n_carries,n_takeons,dos_mean,dos_median,dos_pos_rate,dos_p95,awareness_mean,detection_delay_mean_s,xt_delta_mean,xt_delta_sum,xt_origin_mean,ddef_3s_mean,biaxial_mean,n_wrongfooted_mean,pct_nearest_blind,diag_share,fwd_share,side_share,success_rate,back_line_break_rate
DFL-OBJ-0002F5,Joshua Kimmich,DMR,FC Bayern München,457,351,103,3,0.012903946810482389,0.0113682491047122,0.9562363238512035,0.033671014015795704,0.45245766802959436,0.14074010068810433,0.001092519128031897,0.49928124151057696,0.0175248908668815,3.9111460975848207,0.4265655294644351,1.512035010940919,0.31057268722466963,0.35667396061269147,0.1422319474835886,0.5010940919037199,0.7221006564551422,0.030634573304157548
DFL-OBJ-J01K2F,T. Bischof,RV,FC Bayern München,66,52,14,0,0.011823276551503092,0.009573468343294901,0.9090909090909091,0.03277155076603142,0.4526101875605226,0.1406623743069971,0.0034904163157679618,0.23036747684068548,0.017778450065432702,4.246833447999608,0.4418817170558671,1.2121212121212122,0.25757575757575757,0.3181818181818182,0.13636363636363635,0.5454545454545454,0.7878787878787878,0.015151515151515152
DFL-OBJ-002G41,J. Leweling,DLM,VfB Stuttgart,55,30,19,6,0.016938306364855178,0.015769269214744,0.9636363636363636,0.03996422601723517,0.4250934195083944,0.15689570793991214,0.003614288724902664,0.19878587986964652,0.02271406477450544,4.233034344748146,0.4241643889263218,1.5818181818181818,0.1836734693877551,0.23636363636363636,0.18181818181818182,0.5818181818181818,0.5818181818181818,0.0
DFL-OBJ-0027FW,Oliver Burke,STR,1. FC Union Berlin,32,18,11,3,0.0140057817614329,0.00898313293813705,0.84375,0.043665918550688576,0.4562955369724895,0.1321703156434311,0.005788341913519744,0.1852269412326318,0.02445614872581907,5.980095064121029,0.4493052320396913,1.5,0.20689655172413793,0.21875,0.25,0.53125,0.5,0.0
DFL-OBJ-J01DNM,N. Brown,LV,Eintracht Frankfurt,142,98,43,1,0.010666009279433699,0.008392089271117151,0.9154929577464789,0.03196521409635453,0.42576440159950596,0.145713201650717,0.0012898742971052207,0.18316215018894136,0.017126648002544393,4.334146103536426,0.48805194495130055,1.0985915492957747,0.18439716312056736,0.23943661971830985,0.14084507042253522,0.6197183098591549,0.647887323943662,0.007042253521126761
DFL-OBJ-0027KL,Dayot Upamecano,IVR,FC Bayern München,312,240,70,2,0.011322116077585643,0.009130832480206501,0.9038461538461539,0.03193507396453074,0.4309074178024952,0.14291571630075398,0.0005468892546249721,0.1706294474429913,0.013825798478300358,4.478927313682324,0.41131786515364493,0.9807692307692307,0.20967741935483872,0.42628205128205127,0.14102564102564102,0.4326923076923077,0.7403846153846154,0.0
DFL-OBJ-0027G6,Serge Gnabry,ZO,FC Bayern München,117,81,28,8,0.014606154732858664,0.0135198640115959,0.9401709401709402,0.03129910777831873,0.48817196117065864,0.1236880209876834,0.0012331733688726316,0.1442812841580979,0.023764288702801076,3.7565761242616884,0.42873417660205587,1.376068376068376,0.22018348623853212,0.23076923076923078,0.1111111111111111,0.6581196581196581,0.6923076923076923,0.0
DFL-OBJ-00278S,Serhou Guirassy,STZ,Borussia Dortmund,34,24,8,2,0.013860897701602364,0.011134322026626,0.9117647058823529,0.03513135366345134,0.4573549953285655,0.13658616703165466,0.004165629201079597,0.1416313928367063,0.026771001113518097,5.500866419953462,0.4256991935886536,1.3823529411764706,0.25,0.2647058823529412,0.14705882352941177,0.5882352941176471,0.7352941176470589,0.029411764705882353
DFL-OBJ-0001UP,Jonathan Tah,IVL,FC Bayern München,370,278,89,3,0.01130107328575287,0.009703470446648,0.8918918918918919,0.033121672549207205,0.44161744163110633,0.13402229372926086,0.00033531751157512483,0.1240674792827962,0.015917722116085643,4.570544272654925,0.45642745255795386,1.0027027027027027,0.1771117166212534,0.40540540540540543,0.1783783783783784,0.41621621621621624,0.7243243243243244,0.005405405405405406
DFL-OBJ-J01DJJ,Arthur Theate,IVL,Eintracht Frankfurt,241,181,59,1,0.010135572030871363,0.0076082456234615,0.8506224066390041,0.0340450225839522,0.4142990190791444,0.1462740048499772,0.0005042092947818951,0.12151444004243672,0.014567197283436306,4.7408009410461,0.4584927843993954,1.04149377593361,0.18333333333333332,0.37344398340248963,0.18672199170124482,0.43983402489626555,0.7012448132780082,0.008298755186721992
